,Наименование,Категория,Подкатегория,Безопасноcть,Качество,Общий балл,URL
559,«О'кей» молочный шоколад,Кондитерские изделия,Шоколад молочный,0,0,4.4600,https://rskrf.ru/goods/o-key-molochnyy-shokolad/
560,«Слад&Ко» молочный шоколад,Кондитерские изделия,Шоколад молочный,0,0,4.4600,https://rskrf.ru/goods/slad-ko-molochnyy-shokolad/
561,«Сладкий Остров» молочный шоколад,Кондитерские изделия,Шоколад молочный,0,0,4.4600,https://rskrf.ru/goods/sladkiy-ostrov-molochnyy-shokolad/
562,Villars молочный шоколад,Кондитерские изделия,Шоколад молочный,0,0,4.4200,https://rskrf.ru/goods/villars-molochnyy-shokolad/
563,Felicita молочный шоколад,Кондитерские изделия,Шоколад молочный,0,0,3.8600,https://rskrf.ru/goods/felicita-molochnyy-shokolad/
564,«Мишка на севере» молочный шоколад,Кондитерские изделия,Шоколад молочный,0,0,3.3200,https://rskrf.ru/goods/mishka-na-severe-molochnyy-shokolad/
565,«Победа вкуса» пористый молочный шоколад,Кондитерские изделия,Шоколад молочный,0,0,3.0600,https://rskrf.ru/goods/pobeda-vkusa-poristyy-molochnyy-shokolad/
566,«Праздничная открытка» молочный шоколад,Кондитерские изделия,Шоколад молочный,0,0,1.5900,https://rskrf.ru/goods/prazdnichnaya-otkrytka-molochnyy-shokolad/
567,Alten Burg молочный шоколад,Кондитерские изделия,Шоколад молочный,0,0,1.4400,https://rskrf.ru/goods/alten-burg-molochnyy-shokolad/
568,Fiori молочный шоколад,Кондитерские изделия,Шоколад молочный,0,0,1.4400,https://rskrf.ru/goods/fiori-molochnyy-shokolad/
569,SunMilk молочный шоколад,Кондитерские изделия,Шоколад молочный,0,0,1.0500,https://rskrf.ru/goods/sunmilk-molochnyy-shokolad/
570,Печенье сдобное овсяное «Яшкино»,Кондитерские изделия,Печенье овсяное,5.000,3.900,4.4500,https://rskrf.ru/goods/pechene-sdobnoe-ovsyanoe-yashkino/
571,Печень сдобное «Особое» овсяное Globus,Кондитерские изделия,Печенье овсяное,5.000,3.800,4.4000,https://rskrf.ru/goods/pechen-sdobnoe-osoboe-ovsyanoe-globus/
572,Печень сдобное «Особое» овсяное «Хлебный Спас»,Кондитерские изделия,Печенье овсяное,5.000,3.700,4.3500,https://rskrf.ru/goods/pechen-sdobnoe-osoboe-ovsyanoe-khlebnyy-spas/
573,Печенье овсяное классическое «Полет ГОСТ»,Кондитерские изделия,Печенье овсяное,5.000,3.900,4.3000,https://rskrf.ru/goods/pechene-ovsyanoe-klassicheskoe-polet-gost/
574,Печенье сдобное овсяное «Сладкая слобода»,Кондитерские изделия,Печенье овсяное,5.000,3.900,4.3000,https://rskrf.ru/goods/pechene-sdobnoe-ovsyanoe-sladkaya-sloboda/
575,Печенье овсяное «Полет»,Кондитерские изделия,Печенье овсяное,5.000,3.800,4.2500,https://rskrf.ru/goods/pechene-ovsyanoe-polet/
576,Печенье овсяное классическое «Посиделкино»,Кондитерские изделия,Печенье овсяное,5.000,3.800,4.2500,https://rskrf.ru/goods/pechene-ovsyanoe-klassicheskoe-posidelkino/
577,Печенье овсяное классическое «Хватай-ка»,Кондитерские изделия,Печенье овсяное,5.000,3.700,4.2000,https://rskrf.ru/goods/pechene-ovsyanoe-klassicheskoe-khvatay-ka/
578,"Печенье «Овсяная изюминка» классическое, на сливочном масле",Кондитерские изделия,Печенье овсяное,5.000,3.700,4.2000,https://rskrf.ru/goods/pechene-ovsyanaya-izyuminka-klassicheskoe-na-slivochnom-masle/
579,"Печенье овсяное, классическое, традиционное «Любятово»",Кондитерские изделия,Печенье овсяное,0.000,5.000,4.0000,https://rskrf.ru/goods/pechene-ovsyanoe-klassicheskoe-traditsionnoe-lyubyatovo/
580,"Печенье сдобное овсяное, классическое «Каждый День»",Кондитерские изделия,Печенье овсяное,5.000,4.700,3.9500,https://rskrf.ru/goods/pechene-sdobnoe-ovsyanoe-klassicheskoe-kazhdyy-den/
581,Печенье сдобное «Царский десерт»,Кондитерские изделия,Печенье овсяное,0.000,4.700,3.8500,https://rskrf.ru/goods/pechene-sdobnoe-tsarskiy-desert/
582,Печенье овсяное «Кухмастер»,Кондитерские изделия,Печенье овсяное,0.000,4.600,3.8000,https://rskrf.ru/goods/pechene-ovsyanoe-kukhmaster/
583,Печенье овсяное «Лимак»,Кондитерские изделия,Печенье овсяное,0.000,3.600,3.3000,https://rskrf.ru/goods/pechene-ovsyanoe-limak/
584,"Печенье овсяное «Настоящее», печенье из смеси муки высшего сорта и овсяной",Кондитерские изделия,Печенье овсяное,0.000,3.600,3.3000,https://rskrf.ru/goods/pechene-ovsyanoe-nastoyashchee-pechene-iz-smesi-muki-vysshego-sorta-i-ovsyanoy/
585,Печенье сдобное овсяное Slakon,Кондитерские изделия,Печенье овсяное,5.000,1.900,3.1500,https://rskrf.ru/goods/pechene-sdobnoe-ovsyanoe-slakon/
586,Печенье неглазированное овсяное «Сдобыч»,Кондитерские изделия,Печенье овсяное,0.000,3.600,3.1500,https://rskrf.ru/goods/pechene-neglazirovannoe-ovsyanoe-sdobych/
587,Печенье сдобное овсяное «Премиум» «Утреница»,Кондитерские изделия,Печенье овсяное,0.000,1.500,2.2500,https://rskrf.ru/goods/pechene-sdobnoe-ovsyanoe-premium-utrenitsa/
588,Зефир с ароматом ванили «Нева»,Кондитерские изделия,Зефир «Ванильный»,5.000,5.000,5.0000,https://rskrf.ru/goods/zefir-s-aromatom-vanili-neva/
589,Зефир ванильный «Первый Бобруйский»,Кондитерские изделия,Зефир «Ванильный»,5.000,4.800,4.7720,https://rskrf.ru/goods/zefir-vanilnyy-pervyy-bobruyskiy/
590,Зефир «Сладкие истории» с ванильным вкусом,Кондитерские изделия,Зефир «Ванильный»,5.000,4.200,4.7600,https://rskrf.ru/goods/zefir-sladkie-istorii-s-vanilnym-vkusom/
591,Зефир «Моё обожание» со вкусом ванили,Кондитерские изделия,Зефир «Ванильный»,5.000,5.000,4.7060,https://rskrf.ru/goods/zefir-moye-obozhanie-so-vkusom-vanili/
592,"Зефир неглазированный, с ароматом ванили «Просто!»",Кондитерские изделия,Зефир «Ванильный»,5.000,5.000,4.7060,https://rskrf.ru/goods/zefir-neglazirovannyy-s-aromatom-vanili-prosto-/
593,Зефир с ароматом ванили Spar,Кондитерские изделия,Зефир «Ванильный»,5.000,4.200,4.4660,https://rskrf.ru/goods/zefir-s-aromatom-vanili-spar-/
594,Зефир с ароматом ванили «Лянеж»,Кондитерские изделия,Зефир «Ванильный»,5.000,3.200,4.4600,https://rskrf.ru/goods/zefir-s-aromatom-vanili-lyanezh/
595,Зефир ванильный «Конфил»,Кондитерские изделия,Зефир «Ванильный»,5.000,3.000,4.4000,https://rskrf.ru/goods/zefir-vanilnyy-konfil/
596,Изделия пастильные. Зефир с ароматом ванили Globus,Кондитерские изделия,Зефир «Ванильный»,5.000,3.200,4.1660,https://rskrf.ru/goods/izdeliya-pastilnye-zefir-s-aromatom-vanili-globus/
597,"Зефир ванильный, с ароматом ваниили «Петербургский кондитерЪ»",Кондитерские изделия,Зефир «Ванильный»,0.950,3.600,3.8510,https://rskrf.ru/goods/zefir-vanilnyy-s-aromatom-vaniili-peterburgskiy-konditer/
598,Зефир с ароматом ванили,Кондитерские изделия,Зефир «Ванильный»,0.950,4.000,3.8450,https://rskrf.ru/goods/zefir-s-aromatom-vanili/
599,"Зефир Eco-botanica, с ванильным вкусом и витаминами",Кондитерские изделия,Зефир «Ванильный»,0.950,4.000,3.8030,https://rskrf.ru/goods/zefir-eco-botanica-s-vanilnym-vkusom-i-vitaminami/
600,Зефир Billa со вкусом ванили,Кондитерские изделия,Зефир «Ванильный»,5.000,5.000,2.0000,https://rskrf.ru/goods/zefir-billa-so-vkusom-vanili/
601,Зефир с ароматом ванили «Праздник сластёны»,Кондитерские изделия,Зефир «Ванильный»,0.950,5.000,2.0000,https://rskrf.ru/goods/zefir-s-aromatom-vanili-prazdnik-slastyeny/
602,Зефир «Новый» с ароматом ванили «Ударница»,Кондитерские изделия,Зефир «Ванильный»,5.000,5.000,2.0000,https://rskrf.ru/goods/zefir-novyy-s-aromatom-vanili-udarnitsa/
