,Наименование,Категория,Подкатегория,Безопасноcть,Качество,Общий балл,URL
918,"100% подсолнечное масло, марки рафинированное дезодорированное",Масло растительное,Рафинированное подсолнечное масло,0,0,5.0000,https://rskrf.ru/goods/100-podsolnechnoe-maslo-marki-rafinirovannoe-dezodorirovannoe/
919,100% подсолнечное рафинированное дезодорированное масло высшего сорта,Масло растительное,Рафинированное подсолнечное масло,0,0,5.0000,https://rskrf.ru/goods/100-podsolnechnoe-rafinirovannoe-dezodorirovannoe-maslo-vysshego-sorta/
920,100% подсолнечное рафинированное дезодорированное вымороженное масло,Масло растительное,Рафинированное подсолнечное масло,0,0,5.0000,https://rskrf.ru/goods/100-podsolnechnoe-rafinirovannoe-dezodorirovannoe-vymorozhennoe-maslo-c06284/
921,Масло подсолнечное рафинированное дезодорированное вымороженное,Масло растительное,Рафинированное подсолнечное масло,0,0,5.0000,https://rskrf.ru/goods/maslo-podsolnechnoe-rafinirovannoe-dezodorirovannoe-vymorozhennoe-e8037b/
922,Масло подсолнечное рафинированное дезодорированное вымороженное,Масло растительное,Рафинированное подсолнечное масло,0,0,5.0000,https://rskrf.ru/goods/maslo-podsolnechnoe-rafinirovannoe-dezodorirovannoe-vymorozhennoe-b661c3/
923,Масло подсолнечное рафинированное дезодорированное вымороженное,Масло растительное,Рафинированное подсолнечное масло,0,0,5.0000,https://rskrf.ru/goods/maslo-podsolnechnoe-rafinirovannoe-dezodorirovannoe-vymorozhennoe-eb4146/
924,Масло подсолнечное рафинированное дезодорированное вымороженное,Масло растительное,Рафинированное подсолнечное масло,0,0,5.0000,https://rskrf.ru/goods/maslo-podsolnechnoe-rafinirovannoe-dezodorirovannoe-vymorozhennoe-0db8bf/
925,Масло подсолнечное рафинированное дезодорированное вымороженное,Масло растительное,Рафинированное подсолнечное масло,0,0,5.0000,https://rskrf.ru/goods/maslo-podsolnechnoe-rafinirovannoe-dezodorirovannoe-vymorozhennoe-f2bcb4/
926,Масло подсолнечное рафинированное дезодорированное первого сорта,Масло растительное,Рафинированное подсолнечное масло,0,0,5.0000,https://rskrf.ru/goods/maslo-podsolnechnoe-rafinirovannoe-dezodorirovannoe-pervogo-sorta/
927,Масло подсолнечное рафинированное дезодорированное,Масло растительное,Рафинированное подсолнечное масло,0,0,5.0000,https://rskrf.ru/goods/maslo-podsolnechnoe-rafinirovannoe-dezodorirovannoe-da3b5b/
928,"Масло подсолнечное рафинированное дезодорированное высшего сорта, вымороженное",Масло растительное,Рафинированное подсолнечное масло,0,0,5.0000,https://rskrf.ru/goods/maslo-podsolnechnoe-rafinirovannoe-dezodorirovannoe-vysshego-sorta-vymorozhennoe/
929,Масло подсолнечное рафинированное дезодорированное вымороженное,Масло растительное,Рафинированное подсолнечное масло,0,0,5.0000,https://rskrf.ru/goods/maslo-podsolnechnoe-rafinirovannoe-dezodorirovannoe-vymorozhennoe-01c471/
930,"Масло подсолнечное рафинированное дезодорированное вымороженное, первый сорт",Масло растительное,Рафинированное подсолнечное масло,0,0,5.0000,https://rskrf.ru/goods/maslo-podsolnechnoe-rafinirovannoe-dezodorirovannoe-vymorozhennoe-pervyy-sort/
931,Масло подсолнечное рафинированное дезодорированное,Масло растительное,Рафинированное подсолнечное масло,0,0,5.0000,https://rskrf.ru/goods/maslo-podsolnechnoe-rafinirovannoe-dezodorirovannoe-3a1ff0/
932,"Масло подсолнечное рафинированное дезодорированное, высший сорт",Масло растительное,Рафинированное подсолнечное масло,0,0,5.0000,https://rskrf.ru/goods/maslo-podsolnechnoe-rafinirovannoe-dezodorirovannoe-vysshiy-sort/
933,Масло подсолнечное рафинированное дезодорированное вымороженное,Масло растительное,Рафинированное подсолнечное масло,0,0,5.0000,https://rskrf.ru/goods/maslo-podsolnechnoe-rafinirovannoe-dezodorirovannoe-vymorozhennoe-2cd22c/
934,100% подсолнечное рафинированное дезодорированное вымороженное масло,Масло растительное,Рафинированное подсолнечное масло,0,0,5.0000,https://rskrf.ru/goods/100-podsolnechnoe-rafinirovannoe-dezodorirovannoe-vymorozhennoe-maslo-89d8f3/
935,Подсолнечное масло рафинированное дезодорированное вымороженное,Масло растительное,Рафинированное подсолнечное масло,0,0,5.0000,https://rskrf.ru/goods/podsolnechnoe-maslo-rafinirovannoe-dezodorirovannoe-vymorozhennoe/
936,Масло подсолнечное рафинированное дезодорированное,Масло растительное,Рафинированное подсолнечное масло,0,0,5.0000,https://rskrf.ru/goods/maslo-podsolnechnoe-rafinirovannoe-dezodorirovannoe-4fa513/
937,"Масло подсолнечное рафинированное дезодорированное,  высший сорт, «Слобода»",Масло растительное,Рафинированное подсолнечное масло,0,0,5.0000,https://rskrf.ru/goods/maslo-podsolnechnoe-rafinirovannoe-dezodorirovannoe-vysshiy-sort-sloboda/
938,Масло подсолнечное рафинированное дезодорированное вымороженное,Масло растительное,Рафинированное подсолнечное масло,0,0,5.0000,https://rskrf.ru/goods/maslo-podsolnechnoe-rafinirovannoe-dezodorirovannoe-vymorozhennoe-3450a1/
939,100% подсолнечное рафдез.вымороженное масло,Масло растительное,Рафинированное подсолнечное масло,0,0,5.0000,https://rskrf.ru/goods/100-podsolnechnoe-rafdez-vymorozhennoe-maslo-e184c9/
940,"Масло подсолнечное рафинированное дезодорированное вымороженное, первый сорт",Масло растительное,Рафинированное подсолнечное масло,0,0,5.0000,https://rskrf.ru/goods/maslo-podsolnechnoe-rafinirovannoe-dezodorirovannoe-vymorozhennoe-pervyy-sort-f70b24/
941,100% подсолнечное рафинированное дезодорированное вымороженное масло,Масло растительное,Рафинированное подсолнечное масло,0,0,5.0000,https://rskrf.ru/goods/100-podsolnechnoe-rafinirovannoe-dezodorirovannoe-vymorozhennoe-maslo-cc28af/
942,Масло подсолнечное рафинированное дезодорированное,Масло растительное,Рафинированное подсолнечное масло,0,0,5.0000,https://rskrf.ru/goods/maslo-podsolnechnoe-rafinirovannoe-dezodorirovannoe-c207b4/
943,100% подсолнечное рафдез.вымороженное масло,Масло растительное,Рафинированное подсолнечное масло,0,0,4.9500,https://rskrf.ru/goods/100-podsolnechnoe-rafdez-vymorozhennoe-maslo/
944,Масло подсолнечное рафинированное дезодорированное,Масло растительное,Рафинированное подсолнечное масло,0,0,4.9500,https://rskrf.ru/goods/maslo-podsolnechnoe-rafinirovannoe-dezodorirovannoe-f820d4/
945,Масло подсолнечное рафинированное дезодорированное вымороженное &quot;Billa&quot;,Масло растительное,Рафинированное подсолнечное масло,0,0,4.8000,https://rskrf.ru/goods/maslo-podsolnechnoe-rafinirovannoe-dezodorirovannoe-vymorozhennoe-billa/
946,Масло подсолнечное рафинированное дезодорированное,Масло растительное,Рафинированное подсолнечное масло,0,0,4.8000,https://rskrf.ru/goods/maslo-podsolnechnoe-rafinirovannoe-dezodorirovannoe-ea395c/
947,Рафинированное дезодорированное вымороженное подсолнечное масло,Масло растительное,Рафинированное подсолнечное масло,0,0,4.8000,https://rskrf.ru/goods/rafinirovannoe-dezodorirovannoe-vymorozhennoe-podsolnechnoe-maslo-98f9f6/
948,100% подсолнечное рафинированное дезодорированное вымороженное масло,Масло растительное,Рафинированное подсолнечное масло,0,0,4.8000,https://rskrf.ru/goods/100-podsolnechnoe-rafinirovannoe-dezodorirovannoe-vymorozhennoe-maslo-0f030e/
949,100% подсолнечное рафинированное дезодорированное вымороженное масло,Масло растительное,Рафинированное подсолнечное масло,0,0,4.8000,https://rskrf.ru/goods/100-podsolnechnoe-rafinirovannoe-dezodorirovannoe-vymorozhennoe-maslo-083ebe/
950,Масло подсолнечное рафинированное дезодорированное,Масло растительное,Рафинированное подсолнечное масло,0,0,4.6000,https://rskrf.ru/goods/maslo-podsolnechnoe-rafinirovannoe-dezodorirovannoe-374ea9/
951,Масло подсолнечное рафинированное дезодорированное,Масло растительное,Рафинированное подсолнечное масло,0,0,4.6000,https://rskrf.ru/goods/maslo-podsolnechnoe-rafinirovannoe-dezodorirovannoe-c93e01/
952,Масло подсолнечное рафинированное дезодорированное,Масло растительное,Рафинированное подсолнечное масло,0,0,4.6000,https://rskrf.ru/goods/maslo-podsolnechnoe-rafinirovannoe-dezodorirovannoe-224f5d/
953,Подсолнечное масло рафинированное дезодорированное,Масло растительное,Рафинированное подсолнечное масло,0,0,4.6000,https://rskrf.ru/goods/podsolnechnoe-maslo-rafinirovannoe-dezodorirovannoe-940c42/
954,100% подсолнечное рафинированное дезодорированное вымороженное,Масло растительное,Рафинированное подсолнечное масло,0,0,4.6000,https://rskrf.ru/goods/100-podsolnechnoe-rafinirovannoe-dezodorirovannoe-vymorozhennoe/
955,100% подсолнечное масло рафинированное дезодорированное вымороженное,Масло растительное,Рафинированное подсолнечное масло,0,0,4.6000,https://rskrf.ru/goods/100-podsolnechnoe-maslo-rafinirovannoe-dezodorirovannoe-vymorozhennoe-aec4e7/
956,Масло подсолнечное рафинированное дезодорированное вымороженное,Масло растительное,Рафинированное подсолнечное масло,0,0,4.6000,https://rskrf.ru/goods/maslo-podsolnechnoe-rafinirovannoe-dezodorirovannoe-vymorozhennoe-852c83/
957,100% подсолнечное рафинированное дезодорированное вымороженное масло,Масло растительное,Рафинированное подсолнечное масло,0,0,4.6000,https://rskrf.ru/goods/100-podsolnechnoe-rafinirovannoe-dezodorirovannoe-vymorozhennoe-maslo/
958,Масло «Kids Menu» подсолнечное рафинированное дезодорированное вымороженное марки «Премиум»,Масло растительное,Рафинированное подсолнечное масло,0,0,2.5000,https://rskrf.ru/goods/maslo-kids-menu-podsolnechnoe-rafinirovannoe-dezodorirovannoe-vymorozhennoe-marki-premium/
959,100% подсолнечное масло рафинированное дезодорированное вымороженное,Масло растительное,Рафинированное подсолнечное масло,0,0,2.5000,https://rskrf.ru/goods/100-podsolnechnoe-maslo-rafinirovannoe-dezodorirovannoe-vymorozhennoe/
960,Масло подсолнечное рафинированное дезодорированное вымороженное,Масло растительное,Рафинированное подсолнечное масло,0,0,2.5000,https://rskrf.ru/goods/maslo-podsolnechnoe-rafinirovannoe-dezodorirovannoe-vymorozhennoe-bef7fb/
961,Масло подсолнечное рафинированное дезодорированное вымороженное,Масло растительное,Рафинированное подсолнечное масло,0,0,2.5000,https://rskrf.ru/goods/maslo-podsolnechnoe-rafinirovannoe-dezodorirovannoe-vymorozhennoe/
962,"100% подсолнечное масло, рафинированное дезодорированное вымороженное",Масло растительное,Рафинированное подсолнечное масло,0,0,2.5000,https://rskrf.ru/goods/100-podsolnechnoe-maslo-rafinirovannoe-dezodorirovannoe-vymorozhennoe-2dcffc/
963,Рафинированное дезодорированное вымороженное подсолнечное масло,Масло растительное,Рафинированное подсолнечное масло,0,0,2.5000,https://rskrf.ru/goods/rafinirovannoe-dezodorirovannoe-vymorozhennoe-podsolnechnoe-maslo/
964,Масло подсолнечное рафинированное дезодорированное,Масло растительное,Рафинированное подсолнечное масло,0,0,2.5000,https://rskrf.ru/goods/maslo-podsolnechnoe-rafinirovannoe-dezodorirovannoe-7d1bd5/
965,"Масло подсолнечное рафинированное дезодорированное вымороженное; высший сорт,",Масло растительное,Рафинированное подсолнечное масло,0,0,2.5000,https://rskrf.ru/goods/maslo-podsolnechnoe-rafinirovannoe-dezodorirovannoe-vymorozhennoe-vysshiy-sort/
966,"Молоко питьевое ультрапастеризованное, массовая доля жира 3,5% Parmalat",Молочные продукты,Молоко ультра­пастеризованное,5.000,5.000,5.0000,https://rskrf.ru/goods/moloko-pitevoe-ultrapasterizovannoe-massovaya-dolya-zhira-3-5-parmalat/
967,"Молоко Valio питьевое ультравысокотемпературнообработанное (UHT), массовая доля жира 3,2%",Молочные продукты,Молоко ультра­пастеризованное,5.000,5.000,5.0000,https://rskrf.ru/goods/moloko-valio-pitevoe-ultravysokotemperaturnoobrabotannoe-uht-massovaya-dolya-zhira-3-2/
968,"Молоко питьевое ультрапастеризованное, массовая доля жира 3,2% «Авида»",Молочные продукты,Молоко ультра­пастеризованное,5.000,5.000,5.0000,https://rskrf.ru/goods/moloko-pitevoe-ultrapasterizovannoe-massovaya-dolya-zhira-3-2-avida/
969,Молоко питьевое ультрапастеризованное «Амка»,Молочные продукты,Молоко ультра­пастеризованное,5.000,5.000,5.0000,https://rskrf.ru/goods/moloko-pitevoe-ultrapasterizovannoe-amka/
970,"Молоко питьевое ультрапастеризованное с массовой долей жира 3,2% «Белый город»",Молочные продукты,Молоко ультра­пастеризованное,5.000,5.000,5.0000,https://rskrf.ru/goods/moloko-pitevoe-ultrapasterizovannoe-s-massovoy-doley-zhira-3-2-belyy-gorod/
971,"Молоко питьевое ультрапастеризованное с массовой долей жира 3,2% «Веселый Молочник»",Молочные продукты,Молоко ультра­пастеризованное,5.000,5.000,5.0000,https://rskrf.ru/goods/moloko-pitevoe-ultrapasterizovannoe-s-massovoy-doley-zhira-3-2-veselyy-molochnik/
972,"Молоко питьевое ультрапастеризованное, массовая доля жира 3,2% «Вкуснотеево»",Молочные продукты,Молоко ультра­пастеризованное,5.000,5.000,5.0000,https://rskrf.ru/goods/moloko-pitevoe-ultrapasterizovannoe-massovaya-dolya-zhira-3-2-vkusnoteevo/
973,"Молоко питьевое ультрапастеризованое с массовой долей жира 3,2% «Домик в деревне»",Молочные продукты,Молоко ультра­пастеризованное,5.000,5.000,5.0000,https://rskrf.ru/goods/moloko-pitevoe-ultrapasterizovanoe-s-massovoy-doley-zhira-3-2-domik-v-derevne/
974,"Молоко питьевое ультрапастеризованное с массовой долей жира 3,2% «Красная цена»",Молочные продукты,Молоко ультра­пастеризованное,5.000,5.000,5.0000,https://rskrf.ru/goods/moloko-pitevoe-ultrapasterizovannoe-s-massovoy-doley-zhira-3-2-krasnaya-tsena/
975,"Молоко питьевое ультрапастеризованное с массовой долей жира 3,2% «М»",Молочные продукты,Молоко ультра­пастеризованное,5.000,5.000,5.0000,https://rskrf.ru/goods/moloko-pitevoe-ultrapasterizovannoe-s-massovoy-doley-zhira-3-2-m/
976,"Молоко питьевое ультрапастеризованное с массовой долей жира 3,2% «Моя цена»",Молочные продукты,Молоко ультра­пастеризованное,5.000,5.000,5.0000,https://rskrf.ru/goods/moloko-pitevoe-ultrapasterizovannoe-s-massovoy-doley-zhira-3-2-moya-tsena/
977,"Молоко питьевое ультрапастеризованное, массовая доля жира 3,2% «Му-у»",Молочные продукты,Молоко ультра­пастеризованное,5.000,5.000,5.0000,https://rskrf.ru/goods/moloko-pitevoe-ultrapasterizovannoe-massovaya-dolya-zhira-3-2-mu-u/
978,"Молоко питьевое ультрапастеризованное, массовая доля жира 3,2% «Простоквашино»",Молочные продукты,Молоко ультра­пастеризованное,5.000,5.000,5.0000,https://rskrf.ru/goods/moloko-pitevoe-ultrapasterizovannoe-massovaya-dolya-zhira-3-2-prostokvashino/
979,"Молоко питьевое ультрапастеризованное, массовая доля жира 3,2% «С нашей фермы»",Молочные продукты,Молоко ультра­пастеризованное,5.000,5.000,5.0000,https://rskrf.ru/goods/moloko-pitevoe-ultrapasterizovannoe-massovaya-dolya-zhira-3-2-s-nashey-fermy/
980,"Молоко питьевое ультрапастеризованное с массовой долей жира 3,2% «Северная долина»",Молочные продукты,Молоко ультра­пастеризованное,5.000,5.000,5.0000,https://rskrf.ru/goods/moloko-pitevoe-ultrapasterizovannoe-s-massovoy-doley-zhira-3-2-severnaya-dolina/
981,"Молоко питьевое ультрапастеризованное с массовой долей жира 3,2% Globus",Молочные продукты,Молоко ультра­пастеризованное,5.000,4.000,4.6500,https://rskrf.ru/goods/moloko-pitevoe-ultrapasterizovannoe-s-massovoy-doley-zhira-3-2-globus/
982,"Молоко питьевое ультрапастеризованное, массовая доля жира 3,2% «Залесский фермер»",Молочные продукты,Молоко ультра­пастеризованное,5.000,4.000,4.6500,https://rskrf.ru/goods/moloko-pitevoe-ultrapasterizovannoe-massovaya-dolya-zhira-3-2-zalesskiy-fermer/
983,"Молоко питьевое ультрапастеризованное, массовая доля жира 3,2% «Молочная речка»",Молочные продукты,Молоко ультра­пастеризованное,5.000,5.000,3.9500,https://rskrf.ru/goods/moloko-pitevoe-ultrapasterizovannoe-massovaya-dolya-zhira-3-2-molochnaya-rechka/
984,"Молоко питьевое ультрапастеризованное с массовой долей жира 3,2% «Большая кружка»",Молочные продукты,Молоко ультра­пастеризованное,0.000,5.000,3.5000,https://rskrf.ru/goods/moloko-pitevoe-ultrapasterizovannoe-s-massovoy-doley-zhira-3-2-bolshaya-kruzhka/
985,"Молоко питьевое ультрапастеризованное «Вологодское», массовая доля жира 3,2% «Вологодское из Вологды»",Молочные продукты,Молоко ультра­пастеризованное,0.000,5.000,3.5000,https://rskrf.ru/goods/moloko-pitevoe-ultrapasterizovannoe-vologodskoe-massovaya-dolya-zhira-3-2-vologodskoe-iz-vologdy/
986,"Молоко питьевое ультрапастеризованное, массовая доля жира 3,2% «Гринвилль»",Молочные продукты,Молоко ультра­пастеризованное,0.000,5.000,3.5000,https://rskrf.ru/goods/moloko-pitevoe-ultrapasterizovannoe-massovaya-dolya-zhira-3-2-grinvill/
987,"Молоко питьевое ультрапастеризованное с массовой долей жира 3,2% «Свитлогорье»",Молочные продукты,Молоко ультра­пастеризованное,0.000,5.000,3.5000,https://rskrf.ru/goods/moloko-pitevoe-ultrapasterizovannoe-s-massovoy-doley-zhira-3-2-svitlogore/
988,"Молоко питьевое ультрапастеризованное, массовая доля жира 3,2% «Снежок»",Молочные продукты,Молоко ультра­пастеризованное,0.000,5.000,3.5000,https://rskrf.ru/goods/moloko-pitevoe-ultrapasterizovannoe-massovaya-dolya-zhira-3-2-snezhok/
989,"Молоко питьевое ультрапастеризованное, массовая доля жира 3,2% «Тысяча Озёр»",Молочные продукты,Молоко ультра­пастеризованное,0.000,5.000,3.5000,https://rskrf.ru/goods/moloko-pitevoe-ultrapasterizovannoe-massovaya-dolya-zhira-3-2-tysyacha-ozyer/
990,"Молоко питьевое ультрапастеризованное, массовая доля жира 3,2% «ЭкоНива»",Молочные продукты,Молоко ультра­пастеризованное,0.000,5.000,3.5000,https://rskrf.ru/goods/moloko-pitevoe-ultrapasterizovannoe-massovaya-dolya-zhira-3-2-ekoniva/
991,"Молоко питьевое ультрапастеризованное, массовая доля жира 3,2% «Село зеленое»",Молочные продукты,Молоко ультра­пастеризованное,5.000,5.000,3.2500,https://rskrf.ru/goods/moloko-pitevoe-ultrapasterizovannoe-massovaya-dolya-zhira-3-2-selo-zelenoe/
992,"Молоко питьевое ультрапастеризованное, массовая доля жира 3,2% «Экомилк»",Молочные продукты,Молоко ультра­пастеризованное,5.000,5.000,3.2500,https://rskrf.ru/goods/moloko-pitevoe-ultrapasterizovannoe-massovaya-dolya-zhira-3-2-ekomilk/
993,"Молоко ультрапастеризованное с массовой долей жира 3.2% Молоко ультрапастеризованное с массовой долей жира 3,2% «Добрая Бурёнка»",Молочные продукты,Молоко ультра­пастеризованное,0.000,5.000,3.0000,https://rskrf.ru/goods/moloko-ultrapasterizovannoe-s-massovoy-doley-zhira-3-2-moloko-ultrapasterizovannoe-s-massovoy-doley-/
994,"Молоко питьевое ультрапастеризованное, массовая доля жира 3,2% «Фрау Му»",Молочные продукты,Молоко ультра­пастеризованное,0.000,0.000,1.7500,https://rskrf.ru/goods/moloko-pitevoe-ultrapasterizovannoe-massovaya-dolya-zhira-3-2-frau-mu/
995,"Молоко питьевое ультрапастеризованное с асептическим розливом, массовая доля жира 3,2% «Тяжин»",Молочные продукты,Молоко ультра­пастеризованное,0.000,0.000,0,https://rskrf.ru/goods/moloko-pitevoe-ultrapasterizovannoe-s-asepticheskim-rozlivom-massovaya-dolya-zhira-3-2-tyazhin/
996,"Ряженка, массовая доля жира 3,2% «Авида»",Молочные продукты,Ряженка,5.000,5.000,5.0000,https://rskrf.ru/goods/ryazhenka-massovaya-dolya-zhira-3-2-avida/
997,"Ряженка с массовой долей 2,5% «Агрокомплекс»",Молочные продукты,Ряженка,5.000,5.000,5.0000,https://rskrf.ru/goods/ryazhenka-s-massovoy-doley-2-5-agrokompleks/
998,"Ряженка «Вкуснотеево», массовая доля жира 4%",Молочные продукты,Ряженка,5.000,5.000,5.0000,https://rskrf.ru/goods/ryazhenka-vkusnoteevo-massovaya-dolya-zhira-4/
999,Ряженка «Вологжанка» с массовой долей жира 4%,Молочные продукты,Ряженка,5.000,4.900,4.9600,https://rskrf.ru/goods/ryazhenka-vologzhanka-s-massovoy-doley-zhira-4/
1000,"Ряженка с массовой долей жира 3,2% «Домик в деревне»",Молочные продукты,Ряженка,5.000,4.900,4.9600,https://rskrf.ru/goods/ryazhenka-s-massovoy-doley-zhira-3-2-domik-v-derevne/
1001,Ряженка термостатная 4% «Коровка из Кореновки»,Молочные продукты,Ряженка,5.000,4.900,4.9600,https://rskrf.ru/goods/ryazhenka-termostatnaya-4-korovka-iz-korenovki/
1002,"Ряженка с массовой долей жира 2,5% «Кубанский молочник»",Молочные продукты,Ряженка,5.000,4.900,4.9600,https://rskrf.ru/goods/ryazhenka-s-massovoy-doley-zhira-2-5-kubanskiy-molochnik/
1003,"Ряженка термостатная, массовая доля жира 4,0% «МясновЪ»",Молочные продукты,Ряженка,5.000,4.900,4.9600,https://rskrf.ru/goods/ryazhenka-termostatnaya-massovaya-dolya-zhira-4-0-myasnov/
1004,"Ряженка «Рузская», м.д. жира 2,5%",Молочные продукты,Ряженка,5.000,4.900,4.9600,https://rskrf.ru/goods/ryazhenka-ruzskaya-m-d-zhira-2-5/
1005,"Ряженка термостатная, с массовой долей жира 2,5% «ВкусВилл»",Молочные продукты,Ряженка,5.000,4.800,4.9200,https://rskrf.ru/goods/ryazhenka-termostatnaya-s-massovoy-doley-zhira-2-5-vkusvill/
1006,Ряженка «Молочный комбинат Ставропольский»,Молочные продукты,Ряженка,5.000,3.750,4.5000,https://rskrf.ru/goods/ryazhenka-molochnyy-kombinat-stavropolskiy/
1007,"Ряженка «Фермерская» «Залесский фермер», массовая доля жира 3,5%",Молочные продукты,Ряженка,5.000,3.650,4.4600,https://rskrf.ru/goods/ryazhenka-fermerskaya-zalesskiy-fermer-massovaya-dolya-zhira-3-5/
1008,Ряженка «Ирбитская» с массовой долей жира 4%,Молочные продукты,Ряженка,5.000,3.650,4.4600,https://rskrf.ru/goods/ryazhenka-irbitskaya-s-massovoy-doley-zhira-4/
1009,"Ряженка, массовая доля жира 4,0% «МясновЪ»",Молочные продукты,Ряженка,5.000,3.650,4.4600,https://rskrf.ru/goods/ryazhenka-massovaya-dolya-zhira-4-0-myasnov/
1010,"Ряженка, массовая доля жира 3,2% «Простоквашино»",Молочные продукты,Ряженка,5.000,3.650,4.4600,https://rskrf.ru/goods/ryazhenka-massovaya-dolya-zhira-3-2-prostokvashino/
1011,"Ряженка «ВкусВилл», массовая доля жира 4,0%",Молочные продукты,Ряженка,5.000,2.500,4.0000,https://rskrf.ru/goods/ryazhenka-vkusvill-massovaya-dolya-zhira-4-0/
1012,"Ряженка с массовой долей жира 4,0% «Из молока нашей дойки»",Молочные продукты,Ряженка,5.000,1.250,3.5000,https://rskrf.ru/goods/ryazhenka-s-massovoy-doley-zhira-4-0-iz-moloka-nashey-doyki/
1013,Ряженка с массовой долей жира 4% «Эконива»,Молочные продукты,Ряженка,5.000,1.250,3.5000,https://rskrf.ru/goods/ryazhenka-s-massovoy-doley-zhira-4-ekoniva/
1014,"Ряженка с массовой долей 4,0% «Большая кружка»",Молочные продукты,Ряженка,5.000,0.000,3.0000,https://rskrf.ru/goods/ryazhenka-s-massovoy-doley-4-0-bolshaya-kruzhka/
1015,"Ряженка, массовая доля жира 4% «Коровка из Кореновки»",Молочные продукты,Ряженка,5.000,3.550,0,https://rskrf.ru/goods/ryazhenka-massovaya-dolya-zhira-4-korovka-iz-korenovki/
1016,"Кефир 3,2% жирности «36 копеек»",Молочные продукты,Кефир,5.000,0,5.0000,https://rskrf.ru/goods/kefir-3-2-zhirnosti-36-kopeek/
1017,"Кефир с массовой долей жира 3,2% Parmalat",Молочные продукты,Кефир,0,0,5.0000,https://rskrf.ru/goods/kefir-s-massovoy-doley-zhira-3-2-parmalat-a4e7a6/
1018,Кефир с массовой долей жира 2.5% «Авида»,Молочные продукты,Кефир,5.000,0,5.0000,https://rskrf.ru/goods/kefir-s-massovoy-doley-zhira-2-5-avida/
1019,"Кефир, 2,5% жирности «Агрокомплекс»",Молочные продукты,Кефир,5.000,0,5.0000,https://rskrf.ru/goods/kefir-2-5-zhirnosti-agrokompleks/
1020,"Кефир с массовой долей жира 2,5% «Домик в деревне»",Молочные продукты,Кефир,5.000,0,5.0000,https://rskrf.ru/goods/kefir-s-massovoy-doley-zhira-2-5-domik-v-derevne/
1021,"Кефир с массовой долей жира 3,2% «Каждый день»",Молочные продукты,Кефир,0,0,5.0000,https://rskrf.ru/goods/kefir-s-massovoy-doley-zhira-3-2-kazhdyy-den/
1022,"Кефир с массовой долей жира 3,2% «Лента»",Молочные продукты,Кефир,0,0,5.0000,https://rskrf.ru/goods/kefir-s-massovoy-doley-zhira-3-2-lenta/
1023,"Кефир, массовая доля жира - 2,5%	",Молочные продукты,Кефир,5.000,0,5.0000,https://rskrf.ru/goods/kefir-massovaya-dolya-zhira-2-5--fd55f4/
1024,"Кефир с массовой долей жира 2,5% «Нежеголь»",Молочные продукты,Кефир,5.000,0,5.0000,https://rskrf.ru/goods/kefir-s-massovoy-doley-zhira-2-5-nezhegol/
1025,"Кефир 3,2% жирности «Останкинское 1955»",Молочные продукты,Кефир,5.000,0,5.0000,https://rskrf.ru/goods/kefir-3-2-zhirnosti-ostankinskoe-1955/
1026,"Кефир, массовая доля жира 3,2% «Простоквашино»",Молочные продукты,Кефир,0,0,5.0000,https://rskrf.ru/goods/kefir-massovaya-dolya-zhira-3-2-prostokvashino/
1027,"Кефир с массовой долей жира 2,5% «Простоквашино»",Молочные продукты,Кефир,5.000,0,5.0000,https://rskrf.ru/goods/kefir-s-massovoy-doley-zhira-2-5-prostokvashino/
1028,"Кефир с массовой долей жира 2,5% «Рузский»",Молочные продукты,Кефир,5.000,0,5.0000,https://rskrf.ru/goods/kefir-s-massovoy-doley-zhira-2-5-ruzskiy/
1029,"Кефир с массовой долей жира 3,2 % 	",Молочные продукты,Кефир,5.000,0,5.0000,https://rskrf.ru/goods/kefir-s-massovoy-doley-zhira-3-2-/
1030,"Кефир с массовой долей жира 2,5% «Томмолоко»",Молочные продукты,Кефир,5.000,0,5.0000,https://rskrf.ru/goods/kefir-s-massovoy-doley-zhira-2-5-tommoloko/
1031,"Кефир, массовая доля жира - 3.2%	",Молочные продукты,Кефир,5.000,0,5.0000,https://rskrf.ru/goods/kefir-massovaya-dolya-zhira-3-2--0a8df8/
1032,"Кефир с массовой долей жира 3,2% 	",Молочные продукты,Кефир,5.000,0,4.8875,https://rskrf.ru/goods/kefir-s-massovoy-doley-zhira-3-2--c58658/
1033,"Кефир, массовая доля жира - 2,5%	",Молочные продукты,Кефир,5.000,0,4.8875,https://rskrf.ru/goods/kefir-massovaya-dolya-zhira-2-5--9e5a67/
1034,"Кефир с массовой долей жира 3,2% «Вкуснотеево»",Молочные продукты,Кефир,5.000,0,4.8200,https://rskrf.ru/goods/kefir-s-massovoy-doley-zhira-3-2-vkusnoteevo/
1035,"Кефир с массовой долей жира 3,2% «Дмитровский Молочный Завод»",Молочные продукты,Кефир,5.000,0,4.8200,https://rskrf.ru/goods/kefir-s-massovoy-doley-zhira-3-2-dmitrovskiy-molochnyy-zavod/
1036,"Кефир, массовая доля жира - 3,2%	",Молочные продукты,Кефир,4.640,0,4.8200,https://rskrf.ru/goods/kefir-massovaya-dolya-zhira-3-2-/
1037,"Кефир с массовой долей жира 2,5% «Кубанская Буренка»",Молочные продукты,Кефир,5.000,0,4.8200,https://rskrf.ru/goods/kefir-s-massovoy-doley-zhira-2-5-kubanskaya-burenka/
